agg0: pro4 pro16 pro601 pro14 pro6 pro13 pro3 pro19 pro10 pro18 pro297 pro712 pro583 pro285 pro827 pro116 pro679 pro168 pro87 pro556
agg46: pro931 pro925 pro935 pro920 pro928 pro939 pro923 pro326 pro921 pro323 pro645 pro473 pro22 pro959 pro619 pro957 pro152 pro67 pro172 pro830
agg47: pro954 pro753 pro941 pro946 pro940 pro950 pro944 pro558 pro953 pro773 pro294 pro793 pro547 pro683 pro346 pro686 pro759 pro634 pro146 pro508
agg48: pro979 pro974 pro978 pro972 pro968 pro970 pro961 pro963 pro365 pro975 pro670 pro221 pro937 pro756 pro195 pro635 pro860 pro588 pro891 pro815
agg49: pro981 pro996 pro984 pro796 pro985 pro991 pro987 pro995 pro988 pro999 pro432 pro932 pro330 pro130 pro958 pro814 pro414 pro630 pro95 pro626
agg5: pro118 pro113 pro101 pro104 pro117 pro106 pro112 pro119 pro110 pro109 pro917 pro107 pro65 pro324 pro654 pro50 pro743 pro411 pro219 pro586
agg50: pro48 pro55 pro450 pro573 pro120 pro647 pro769 pro8 pro775 pro764 pro406 pro314 pro122 pro855 pro748 pro354 pro455 pro989 pro459 pro856
agg6: pro135 pro136 pro126 pro139 pro127 pro124 pro129 pro123 pro125 pro261 pro543 pro89 pro367 pro438 pro49 pro148 pro417 pro960 pro750 pro584
agg7: pro143 pro147 pro150 pro151 pro142 pro153 pro145 pro141 pro149 pro154 pro565 pro824 pro977 pro350 pro805 pro731 pro388 pro620 pro75 pro157
agg8: pro174 pro173 pro162 pro170 pro179 pro167 pro161 pro175 pro164 pro965 pro933 pro517 pro499 pro813 pro768 pro391 pro307 pro930 pro420 pro809
agg9: pro192 pro196 pro182 pro187 pro198 pro194 pro184 pro594 pro191 pro180 pro422 pro955 pro289 pro747 pro613 pro551 pro794 pro825 pro37 pro611
agg51: agg27 agg37 agg40 agg7 agg0 agg34 agg50 agg47 agg14 agg20 agg17 agg48 agg30 agg4 agg44 agg8 agg24 
agg52: agg1 agg11 agg21 agg41 agg22 agg36 agg46 agg26 agg16 agg6 agg42 agg12 agg32 agg2 agg31 agg28 agg18 
agg53: agg10 agg49 agg19 agg39 agg29 agg9 agg13 agg23 agg43 agg33 agg3 agg15 agg25 agg5 agg35 agg45 
con0: agg51 agg53 agg52 
