agg0: pro335 pro392 pro819 pro599 pro195 pro11 pro281 pro102 pro732 pro432 pro901 pro543 pro964 pro803 pro94 pro487 pro986 pro571 pro393 pro58
agg39: pro768 pro37 pro504 pro943 pro341 pro756 pro705 pro723 pro850 pro293 pro443 pro186 pro17 pro733 pro329 pro961 pro146 pro855 pro580 pro410
agg4: pro890 pro402 pro633 pro721 pro973 pro396 pro267 pro821 pro192 pro138 pro184 pro69 pro809 pro131 pro469 pro884 pro27 pro268 pro798 pro557
agg40: pro870 pro303 pro86 pro453 pro936 pro791 pro564 pro262 pro347 pro999 pro54 pro470 pro248 pro782 pro774 pro468 pro421 pro489 pro466 pro41
agg41: pro716 pro145 pro494 pro864 pro701 pro67 pro160 pro677 pro983 pro963 pro290 pro399 pro856 pro857 pro878 pro725 pro761 pro152 pro734 pro879
agg42: pro103 pro205 pro794 pro924 pro840 pro59 pro877 pro318 pro216 pro873 pro162 pro804 pro914 pro689 pro844 pro66 pro802 pro214 pro635 pro898
agg43: pro455 pro34 pro810 pro342 pro395 pro454 pro149 pro632 pro759 pro116 pro592 pro240 pro691 pro73 pro315 pro590 pro143 pro300 pro562 pro302
agg44: pro968 pro755 pro437 pro330 pro227 pro565 pro978 pro172 pro63 pro505 pro7 pro171 pro296 pro820 pro623 pro658 pro299 pro141 pro904 pro875
agg45: pro640 pro147 pro60 pro324 pro852 pro869 pro270 pro486 pro690 pro460 pro100 pro10 pro284 pro235 pro865 pro394 pro693 pro304 pro773 pro365
agg46: pro343 pro1 pro173 pro207 pro779 pro78 pro48 pro851 pro247 pro807 pro107 pro220 pro572 pro30 pro529 pro816 pro471 pro391 pro234 pro692
agg47: pro885 pro833 pro258 pro166 pro510 pro23 pro644 pro309 pro573 pro758 pro747 pro198 pro375 pro813 pro668 pro422 pro748 pro515 pro419 pro815
agg48: pro583 pro523 pro108 pro369 pro625 pro319 pro490 pro429 pro971 pro631 pro354 pro357 pro992 pro525 pro441 pro461 pro569 pro766 pro913 pro90
agg49: pro648 pro630 pro606 pro168 pro781 pro26 pro604 pro378 pro867 pro126 pro743 pro749 pro612 pro982 pro29 pro367 pro464 pro111 pro374 pro611
agg5: pro827 pro5 pro762 pro858 pro664 pro696 pro363 pro44 pro237 pro862 pro643 pro323 pro21 pro213 pro33 pro16 pro251 pro72 pro985 pro372
agg51: pro346 pro386 pro509 pro223 pro165 pro114 pro204 pro188 pro588 pro699 pro156 pro212 pro929 pro403 pro746 pro998 pro193 pro307 pro938 pro413
agg6: pro314 pro576 pro228 pro784 pro609 pro899 pro12 pro662 pro882 pro19 pro752 pro801 pro834 pro918 pro539 pro140 pro671 pro472 pro730 pro139
agg7: pro785 pro169 pro715 pro181 pro607 pro39 pro256 pro508 pro970 pro595 pro20 pro497 pro617 pro368 pro232 pro255 pro651 pro445 pro724 pro610
agg8: pro925 pro669 pro272 pro414 pro808 pro373 pro488 pro824 pro848 pro874 pro483 pro202 pro137 pro516 pro87 pro361 pro597 pro474 pro897 pro621
agg9: pro545 pro678 pro481 pro965 pro538 pro727 pro883 pro639 pro522 pro697 pro544 pro95 pro328 pro665 pro197 pro934 pro932 pro280 pro68 pro958
agg19: agg44 agg39 agg4 agg9 agg14 agg34 agg29 agg24 agg26 agg49 agg3 agg41 agg46 agg43 agg48 agg11 
agg50: agg45 agg30 agg5 agg35 agg10 agg0 agg40 agg15 agg20 agg25 agg51 agg16 agg1 agg31 agg21 agg6 agg36 
agg52: agg37 agg12 agg42 agg7 agg32 agg2 agg17 agg47 agg22 agg27 agg18 agg28 agg38 agg8 agg33 agg23 agg13 
con0: agg50 agg52 agg19 
