Source,Target,Cost
agg1,pro90,10
agg1,pro91,10
agg1,pro70,10
agg1,pro78,10
agg1,pro77,10
agg1,pro76,10
agg1,pro75,10
agg1,pro74,10
agg1,pro73,10
agg1,pro72,10
agg1,pro71,10
agg1,pro19,10
agg1,pro28,10
agg1,pro27,10
agg1,pro26,10
agg1,pro25,10
agg1,pro24,10
agg1,pro23,10
agg1,pro22,10
agg1,pro21,10
agg1,pro20,10
agg1,pro2,10
agg1,pro29,10
agg1,pro18,10
agg1,pro17,10
agg1,pro16,10
agg1,pro15,10
agg1,pro14,10
agg1,pro13,10
agg1,pro12,10
agg1,pro11,10
agg1,pro10,10
agg1,pro1,10
agg1,pro43,10
agg1,pro53,10
agg1,pro52,10
agg1,pro51,10
agg1,pro50,10
agg1,pro49,10
agg1,pro48,10
agg1,pro47,10
agg1,pro46,10
agg1,pro45,10
agg1,pro44,10
agg1,pro0,10
agg1,pro42,10
agg1,pro41,10
agg1,pro40,10
agg1,pro4,10
agg1,pro39,10
agg1,pro38,10
agg1,pro37,10
agg1,pro36,10
agg1,pro35,10
agg1,pro3,10
agg10,pro54,5
agg10,pro53,5
agg10,pro52,5
agg10,pro51,5
agg10,pro50,5
agg10,pro25,9
agg10,pro1,9
agg10,pro26,9
agg10,pro27,9
agg10,pro28,9
agg10,pro29,9
agg10,pro3,9
agg10,pro4,9
agg10,pro75,9
agg10,pro76,9
agg10,pro77,9
agg10,pro78,9
agg10,pro79,9
agg10,pro0,9
agg10,pro2,9
agg10,pro71,10
agg10,pro80,10
agg10,pro8,10
agg10,pro10,10
agg10,pro11,10
agg10,pro12,10
agg10,pro13,10
agg10,pro74,10
agg10,pro73,10
agg10,pro72,10
agg10,pro81,10
agg10,pro70,10
agg10,pro7,10
agg10,pro69,10
agg10,pro68,10
agg10,pro67,10
agg10,pro66,10
agg10,pro65,10
agg10,pro64,10
agg10,pro63,10
agg10,pro90,10
agg10,pro99,10
agg10,pro98,10
agg10,pro97,10
agg10,pro96,10
agg10,pro95,10
agg10,pro94,10
agg10,pro93,10
agg10,pro92,10
agg10,pro91,10
agg10,pro62,10
agg10,pro9,10
agg10,pro89,10
agg10,pro88,10
agg10,pro87,10
agg10,pro86,10
agg10,pro85,10
agg10,pro84,10
agg10,pro83,10
agg10,pro82,10
agg10,pro35,10
agg10,pro43,10
agg10,pro42,10
agg10,pro41,10
agg10,pro40,10
agg10,pro19,10
agg10,pro39,10
agg10,pro38,10
agg10,pro37,10
agg10,pro36,10
agg10,pro44,10
agg10,pro34,10
agg10,pro33,10
agg10,pro32,10
agg10,pro31,10
agg10,pro30,10
agg10,pro20,10
agg10,pro21,10
agg10,pro22,10
agg10,pro23,10
agg10,pro15,10
agg10,pro61,10
agg10,pro60,10
agg10,pro6,10
agg10,pro59,10
agg10,pro58,10
agg10,pro57,10
agg10,pro56,10
agg10,pro55,10
agg10,pro14,10
agg10,pro24,10
agg10,pro16,10
agg10,pro17,10
agg10,pro18,10
agg10,pro5,10
agg10,pro49,10
agg10,pro48,10
agg10,pro47,10
agg10,pro46,10
agg10,pro45,10
agg11,pro59,5
agg11,pro58,5
agg11,pro57,5
agg11,pro56,5
agg11,pro55,5
agg11,pro83,9
agg11,pro34,9
agg11,pro82,9
agg11,pro81,9
agg11,pro80,9
agg11,pro8,9
agg11,pro30,9
agg11,pro31,9
agg11,pro32,9
agg11,pro33,9
agg11,pro7,9
agg11,pro5,9
agg11,pro6,9
agg11,pro84,9
agg11,pro9,9
agg11,pro62,10
agg11,pro69,10
agg11,pro68,10
agg11,pro67,10
agg11,pro66,10
agg11,pro65,10
agg11,pro64,10
agg11,pro93,10
agg11,pro63,10
agg11,pro70,10
agg11,pro61,10
agg11,pro60,10
agg11,pro94,10
agg11,pro95,10
agg11,pro96,10
agg11,pro97,10
agg11,pro98,10
agg11,pro99,10
agg11,pro54,10
agg11,pro85,10
agg11,pro86,10
agg11,pro87,10
agg11,pro88,10
agg11,pro79,10
agg11,pro89,10
agg11,pro90,10
agg11,pro91,10
agg11,pro92,10
agg11,pro78,10
agg11,pro77,10
agg11,pro76,10
agg11,pro75,10
agg11,pro74,10
agg11,pro73,10
agg11,pro72,10
agg11,pro71,10
agg11,pro19,10
agg11,pro28,10
agg11,pro27,10
agg11,pro26,10
agg11,pro25,10
agg11,pro24,10
agg11,pro23,10
agg11,pro22,10
agg11,pro21,10
agg11,pro20,10
agg11,pro2,10
agg11,pro29,10
agg11,pro18,10
agg11,pro17,10
agg11,pro16,10
agg11,pro15,10
agg11,pro14,10
agg11,pro13,10
agg11,pro12,10
agg11,pro11,10
agg11,pro10,10
agg11,pro1,10
agg11,pro43,10
agg11,pro53,10
agg11,pro52,10
agg11,pro51,10
agg11,pro50,10
agg11,pro49,10
agg11,pro48,10
agg11,pro47,10
agg11,pro46,10
agg11,pro45,10
agg11,pro44,10
agg11,pro0,10
agg11,pro42,10
agg11,pro41,10
agg11,pro40,10
agg11,pro4,10
agg11,pro39,10
agg11,pro38,10
agg11,pro37,10
agg11,pro36,10
agg11,pro35,10
agg11,pro3,10
agg12,pro60,5
agg12,pro61,5
agg12,pro62,5
agg12,pro63,5
agg12,pro64,5
agg12,pro85,9
agg12,pro86,9
agg12,pro87,9
agg12,pro88,9
agg12,pro89,9
agg12,pro35,9
agg12,pro36,9
agg12,pro37,9
agg12,pro38,9
agg12,pro39,9
agg12,pro14,9
agg12,pro13,9
agg12,pro12,9
agg12,pro11,9
agg12,pro10,9
agg12,pro73,10
agg12,pro74,10
agg12,pro76,10
agg12,pro75,10
agg12,pro8,10
agg12,pro72,10
agg12,pro71,10
agg12,pro70,10
agg12,pro7,10
agg12,pro69,10
agg12,pro68,10
agg12,pro67,10
agg12,pro66,10
agg12,pro65,10
agg12,pro6,10
agg12,pro90,10
agg12,pro99,10
agg12,pro98,10
agg12,pro97,10
agg12,pro96,10
agg12,pro95,10
agg12,pro94,10
agg12,pro93,10
agg12,pro92,10
agg12,pro91,10
agg12,pro77,10
agg12,pro9,10
agg12,pro84,10
agg12,pro83,10
agg12,pro82,10
agg12,pro81,10
agg12,pro80,10
agg12,pro54,10
agg12,pro79,10
agg12,pro78,10
agg12,pro23,10
agg12,pro33,10
agg12,pro32,10
agg12,pro31,10
agg12,pro30,10
agg12,pro3,10
agg12,pro29,10
agg12,pro28,10
agg12,pro27,10
agg12,pro26,10
agg12,pro25,10
agg12,pro24,10
agg12,pro34,10
agg12,pro22,10
agg12,pro21,10
agg12,pro20,10
agg12,pro2,10
agg12,pro19,10
agg12,pro18,10
agg12,pro17,10
agg12,pro16,10
agg12,pro15,10
agg12,pro1,10
agg12,pro49,10
agg12,pro58,10
agg12,pro57,10
agg12,pro56,10
agg12,pro55,10
agg12,pro0,10
agg12,pro53,10
agg12,pro52,10
agg12,pro51,10
agg12,pro50,10
agg12,pro5,10
agg12,pro59,10
agg12,pro48,10
agg12,pro47,10
agg12,pro46,10
agg12,pro45,10
agg12,pro44,10
agg12,pro43,10
agg12,pro42,10
agg12,pro41,10
agg12,pro40,10
agg12,pro4,10
agg13,pro69,5
agg13,pro68,5
agg13,pro67,5
agg13,pro66,5
agg13,pro65,5
agg13,pro19,9
agg13,pro43,9
agg13,pro90,9
agg13,pro91,9
agg13,pro92,9
agg13,pro93,9
agg13,pro18,9
agg13,pro17,9
agg13,pro16,9
agg13,pro15,9
agg13,pro94,9
agg13,pro42,9
agg13,pro41,9
agg13,pro40,9
agg13,pro44,9
agg13,pro72,10
agg13,pro64,10
agg13,pro73,10
agg13,pro74,10
agg13,pro71,10
agg13,pro70,10
agg13,pro7,10
agg13,pro8,10
agg13,pro63,10
agg13,pro62,10
agg13,pro61,10
agg13,pro60,10
agg13,pro6,10
agg13,pro85,10
agg13,pro99,10
agg13,pro98,10
agg13,pro97,10
agg13,pro96,10
agg13,pro95,10
agg13,pro9,10
agg13,pro89,10
agg13,pro88,10
agg13,pro87,10
agg13,pro86,10
agg13,pro75,10
agg13,pro84,10
agg13,pro83,10
agg13,pro82,10
agg13,pro81,10
agg13,pro80,10
agg13,pro54,10
agg13,pro79,10
agg13,pro78,10
agg13,pro77,10
agg13,pro76,10
agg13,pro23,10
agg13,pro33,10
agg13,pro32,10
agg13,pro31,10
agg13,pro30,10
agg13,pro3,10
agg13,pro29,10
agg13,pro28,10
agg13,pro27,10
agg13,pro26,10
agg13,pro25,10
agg13,pro24,10
agg13,pro34,10
agg13,pro22,10
agg13,pro21,10
agg13,pro20,10
agg13,pro2,10
agg13,pro14,10
agg13,pro13,10
agg13,pro12,10
agg13,pro11,10
agg13,pro10,10
agg13,pro1,10
agg13,pro49,10
agg13,pro58,10
agg13,pro57,10
agg13,pro56,10
agg13,pro55,10
agg13,pro0,10
agg13,pro53,10
agg13,pro52,10
agg13,pro51,10
agg13,pro50,10
agg13,pro5,10
agg13,pro59,10
agg13,pro48,10
agg13,pro47,10
agg13,pro46,10
agg13,pro45,10
agg13,pro4,10
agg13,pro39,10
agg13,pro38,10
agg13,pro37,10
agg13,pro36,10
agg13,pro35,10
agg14,pro74,5
agg14,pro73,5
agg14,pro72,5
agg14,pro71,5
agg14,pro70,5
agg14,pro23,9
agg14,pro45,9
agg14,pro46,9
agg14,pro47,9
agg14,pro48,9
agg14,pro49,9
agg14,pro24,9
agg14,pro22,9
agg14,pro21,9
agg14,pro99,9
agg14,pro98,9
agg14,pro97,9
agg14,pro96,9
agg14,pro95,9
agg14,pro20,9
agg14,pro61,10
agg14,pro7,10
agg14,pro69,10
agg14,pro54,10
agg14,pro60,10
agg14,pro62,10
agg14,pro63,10
agg14,pro68,10
agg14,pro67,10
agg14,pro66,10
agg14,pro64,10
agg14,pro6,10
agg14,pro65,10
agg14,pro85,10
agg14,pro94,10
agg14,pro93,10
agg14,pro92,10
agg14,pro91,10
agg14,pro90,10
agg14,pro9,10
agg14,pro89,10
agg14,pro88,10
agg14,pro87,10
agg14,pro86,10
agg14,pro75,10
agg14,pro84,10
agg14,pro83,10
agg14,pro82,10
agg14,pro81,10
agg14,pro80,10
agg14,pro8,10
agg14,pro79,10
agg14,pro78,10
agg14,pro77,10
agg14,pro76,10
agg14,pro19,10
agg14,pro33,10
agg14,pro32,10
agg14,pro31,10
agg14,pro30,10
agg14,pro3,10
agg14,pro29,10
agg14,pro28,10
agg14,pro27,10
agg14,pro26,10
agg14,pro25,10
agg14,pro2,10
agg14,pro34,10
agg14,pro18,10
agg14,pro17,10
agg14,pro16,10
agg14,pro15,10
agg14,pro14,10
agg14,pro13,10
agg14,pro12,10
agg14,pro11,10
agg14,pro10,10
agg14,pro1,10
agg14,pro44,10
agg14,pro58,10
agg14,pro57,10
agg14,pro56,10
agg14,pro55,10
agg14,pro0,10
agg14,pro53,10
agg14,pro52,10
agg14,pro51,10
agg14,pro50,10
agg14,pro5,10
agg14,pro59,10
agg14,pro43,10
agg14,pro42,10
agg14,pro41,10
agg14,pro40,10
agg14,pro4,10
agg14,pro39,10
agg14,pro38,10
agg14,pro37,10
agg14,pro36,10
agg14,pro35,10
agg15,pro79,5
agg15,pro78,5
agg15,pro77,5
agg15,pro76,5
agg15,pro75,5
agg15,pro25,9
agg15,pro1,9
agg15,pro26,9
agg15,pro27,9
agg15,pro28,9
agg15,pro29,9
agg15,pro3,9
agg15,pro4,9
agg15,pro50,9
agg15,pro51,9
agg15,pro52,9
agg15,pro53,9
agg15,pro54,9
agg15,pro0,9
agg15,pro2,9
agg15,pro71,10
agg15,pro80,10
agg15,pro8,10
agg15,pro10,10
agg15,pro11,10
agg15,pro12,10
agg15,pro13,10
agg15,pro74,10
agg15,pro73,10
agg15,pro72,10
agg15,pro81,10
agg15,pro70,10
agg15,pro7,10
agg15,pro69,10
agg15,pro68,10
agg15,pro67,10
agg15,pro66,10
agg15,pro65,10
agg15,pro64,10
agg15,pro63,10
agg15,pro90,10
agg15,pro99,10
agg15,pro98,10
agg15,pro97,10
agg15,pro96,10
agg15,pro95,10
agg15,pro94,10
agg15,pro93,10
agg15,pro92,10
agg15,pro91,10
agg15,pro62,10
agg15,pro9,10
agg15,pro89,10
agg15,pro88,10
agg15,pro87,10
agg15,pro86,10
agg15,pro85,10
agg15,pro84,10
agg15,pro83,10
agg15,pro82,10
agg15,pro35,10
agg15,pro43,10
agg15,pro42,10
agg15,pro41,10
agg15,pro40,10
agg15,pro19,10
agg15,pro39,10
agg15,pro38,10
agg15,pro37,10
agg15,pro36,10
agg15,pro44,10
agg15,pro34,10
agg15,pro33,10
agg15,pro32,10
agg15,pro31,10
agg15,pro30,10
agg15,pro20,10
agg15,pro21,10
agg15,pro22,10
agg15,pro23,10
agg15,pro15,10
agg15,pro61,10
agg15,pro60,10
agg15,pro6,10
agg15,pro59,10
agg15,pro58,10
agg15,pro57,10
agg15,pro56,10
agg15,pro55,10
agg15,pro14,10
agg15,pro24,10
agg15,pro16,10
agg15,pro17,10
agg15,pro18,10
agg15,pro5,10
agg15,pro49,10
agg15,pro48,10
agg15,pro47,10
agg15,pro46,10
agg15,pro45,10
agg16,pro83,5
agg16,pro84,5
agg16,pro82,5
agg16,pro81,5
agg16,pro80,5
agg16,pro33,9
agg16,pro8,9
agg16,pro30,9
agg16,pro31,9
agg16,pro32,9
agg16,pro34,9
agg16,pro7,9
agg16,pro5,9
agg16,pro6,9
agg16,pro55,9
agg16,pro56,9
agg16,pro57,9
agg16,pro58,9
agg16,pro59,9
agg16,pro9,9
agg16,pro61,10
agg16,pro69,10
agg16,pro68,10
agg16,pro67,10
agg16,pro66,10
agg16,pro65,10
agg16,pro64,10
agg16,pro93,10
agg16,pro63,10
agg16,pro62,10
agg16,pro70,10
agg16,pro60,10
agg16,pro94,10
agg16,pro95,10
agg16,pro96,10
agg16,pro97,10
agg16,pro98,10
agg16,pro99,10
agg16,pro78,10
agg16,pro86,10
agg16,pro87,10
agg16,pro88,10
agg16,pro79,10
agg16,pro89,10
agg16,pro90,10
agg16,pro91,10
agg16,pro54,10
agg16,pro92,10
agg16,pro77,10
agg16,pro76,10
agg16,pro75,10
agg16,pro74,10
agg16,pro73,10
agg16,pro72,10
agg16,pro71,10
agg16,pro85,10
agg16,pro19,10
agg16,pro28,10
agg16,pro27,10
agg16,pro26,10
agg16,pro25,10
agg16,pro24,10
agg16,pro23,10
agg16,pro22,10
agg16,pro21,10
agg16,pro20,10
agg16,pro2,10
agg16,pro29,10
agg16,pro18,10
agg16,pro17,10
agg16,pro16,10
agg16,pro15,10
agg16,pro14,10
agg16,pro13,10
agg16,pro12,10
agg16,pro11,10
agg16,pro10,10
agg16,pro1,10
agg16,pro43,10
agg16,pro53,10
agg16,pro52,10
agg16,pro51,10
agg16,pro50,10
agg16,pro49,10
agg16,pro48,10
agg16,pro47,10
agg16,pro46,10
agg16,pro45,10
agg16,pro44,10
agg16,pro0,10
agg16,pro42,10
agg16,pro41,10
agg16,pro40,10
agg16,pro4,10
agg16,pro39,10
agg16,pro38,10
agg16,pro37,10
agg16,pro36,10
agg16,pro35,10
agg16,pro3,10
agg17,pro85,5
agg17,pro86,5
agg17,pro87,5
agg17,pro88,5
agg17,pro89,5
agg17,pro64,9
agg17,pro35,9
agg17,pro36,9
agg17,pro37,9
agg17,pro38,9
agg17,pro39,9
agg17,pro63,9
agg17,pro62,9
agg17,pro61,9
agg17,pro60,9
agg17,pro14,9
agg17,pro13,9
agg17,pro12,9
agg17,pro11,9
agg17,pro10,9
agg17,pro74,10
agg17,pro73,10
agg17,pro76,10
agg17,pro75,10
agg17,pro8,10
agg17,pro72,10
agg17,pro71,10
agg17,pro70,10
agg17,pro7,10
agg17,pro69,10
agg17,pro68,10
agg17,pro67,10
agg17,pro66,10
agg17,pro65,10
agg17,pro6,10
agg17,pro90,10
agg17,pro99,10
agg17,pro98,10
agg17,pro97,10
agg17,pro96,10
agg17,pro95,10
agg17,pro94,10
agg17,pro93,10
agg17,pro92,10
agg17,pro91,10
agg17,pro77,10
agg17,pro9,10
agg17,pro84,10
agg17,pro83,10
agg17,pro82,10
agg17,pro81,10
agg17,pro80,10
agg17,pro54,10
agg17,pro79,10
agg17,pro78,10
agg17,pro23,10
agg17,pro33,10
agg17,pro32,10
agg17,pro31,10
agg17,pro30,10
agg17,pro3,10
agg17,pro29,10
agg17,pro28,10
agg17,pro27,10
agg17,pro26,10
agg17,pro25,10
agg17,pro24,10
agg17,pro34,10
agg17,pro22,10
agg17,pro21,10
agg17,pro20,10
agg17,pro2,10
agg17,pro19,10
agg17,pro18,10
agg17,pro17,10
agg17,pro16,10
agg17,pro15,10
agg17,pro1,10
agg17,pro49,10
agg17,pro58,10
agg17,pro57,10
agg17,pro56,10
agg17,pro55,10
agg17,pro0,10
agg17,pro53,10
agg17,pro52,10
agg17,pro51,10
agg17,pro50,10
agg17,pro5,10
agg17,pro59,10
agg17,pro48,10
agg17,pro47,10
agg17,pro46,10
agg17,pro45,10
agg17,pro44,10
agg17,pro43,10
agg17,pro42,10
agg17,pro41,10
agg17,pro40,10
agg17,pro4,10
agg18,pro94,5
agg18,pro90,5
agg18,pro91,5
agg18,pro92,5
agg18,pro93,5
agg18,pro19,9
agg18,pro69,9
agg18,pro68,9
agg18,pro67,9
agg18,pro66,9
agg18,pro65,9
agg18,pro43,9
agg18,pro18,9
agg18,pro17,9
agg18,pro16,9
agg18,pro15,9
agg18,pro42,9
agg18,pro41,9
agg18,pro40,9
agg18,pro44,9
agg18,pro72,10
agg18,pro64,10
agg18,pro73,10
agg18,pro74,10
agg18,pro71,10
agg18,pro70,10
agg18,pro7,10
agg18,pro8,10
agg18,pro63,10
agg18,pro62,10
agg18,pro61,10
agg18,pro60,10
agg18,pro6,10
agg18,pro85,10
agg18,pro99,10
agg18,pro98,10
agg18,pro97,10
agg18,pro96,10
agg18,pro95,10
agg18,pro9,10
agg18,pro89,10
agg18,pro88,10
agg18,pro87,10
agg18,pro86,10
agg18,pro75,10
agg18,pro84,10
agg18,pro83,10
agg18,pro82,10
agg18,pro81,10
agg18,pro80,10
agg18,pro54,10
agg18,pro79,10
agg18,pro78,10
agg18,pro77,10
agg18,pro76,10
agg18,pro23,10
agg18,pro33,10
agg18,pro32,10
agg18,pro31,10
agg18,pro30,10
agg18,pro3,10
agg18,pro29,10
agg18,pro28,10
agg18,pro27,10
agg18,pro26,10
agg18,pro25,10
agg18,pro24,10
agg18,pro34,10
agg18,pro22,10
agg18,pro21,10
agg18,pro20,10
agg18,pro2,10
agg18,pro14,10
agg18,pro13,10
agg18,pro12,10
agg18,pro11,10
agg18,pro10,10
agg18,pro1,10
agg18,pro49,10
agg18,pro58,10
agg18,pro57,10
agg18,pro56,10
agg18,pro55,10
agg18,pro0,10
agg18,pro53,10
agg18,pro52,10
agg18,pro51,10
agg18,pro50,10
agg18,pro5,10
agg18,pro59,10
agg18,pro48,10
agg18,pro47,10
agg18,pro46,10
agg18,pro45,10
agg18,pro4,10
agg18,pro39,10
agg18,pro38,10
agg18,pro37,10
agg18,pro36,10
agg18,pro35,10
agg19,pro99,5
agg19,pro98,5
agg19,pro97,5
agg19,pro96,5
agg19,pro95,5
agg19,pro74,9
agg19,pro73,9
agg19,pro72,9
agg19,pro71,9
agg19,pro70,9
agg19,pro45,9
agg19,pro46,9
agg19,pro47,9
agg19,pro48,9
agg19,pro49,9
agg19,pro24,9
agg19,pro22,9
agg19,pro23,9
agg19,pro21,9
agg19,pro20,9
agg19,pro6,10
agg19,pro54,10
agg19,pro60,10
agg19,pro61,10
agg19,pro62,10
agg19,pro7,10
agg19,pro69,10
agg19,pro63,10
agg19,pro64,10
agg19,pro65,10
agg19,pro68,10
agg19,pro67,10
agg19,pro66,10
agg19,pro85,10
agg19,pro94,10
agg19,pro93,10
agg19,pro92,10
agg19,pro91,10
agg19,pro90,10
agg19,pro9,10
agg19,pro89,10
agg19,pro88,10
agg19,pro87,10
agg19,pro86,10
agg19,pro75,10
agg19,pro84,10
agg19,pro83,10
agg19,pro82,10
agg19,pro81,10
agg19,pro80,10
agg19,pro8,10
agg19,pro79,10
agg19,pro78,10
agg19,pro77,10
agg19,pro76,10
agg19,pro19,10
agg19,pro33,10
agg19,pro32,10
agg19,pro31,10
agg19,pro30,10
agg19,pro3,10
agg19,pro29,10
agg19,pro28,10
agg19,pro27,10
agg19,pro26,10
agg19,pro25,10
agg19,pro2,10
agg19,pro34,10
agg19,pro18,10
agg19,pro17,10
agg19,pro16,10
agg19,pro15,10
agg19,pro14,10
agg19,pro13,10
agg19,pro12,10
agg19,pro11,10
agg19,pro10,10
agg19,pro1,10
agg19,pro44,10
agg19,pro58,10
agg19,pro57,10
agg19,pro56,10
agg19,pro55,10
agg19,pro0,10
agg19,pro53,10
agg19,pro52,10
agg19,pro51,10
agg19,pro50,10
agg19,pro5,10
agg19,pro59,10
agg19,pro43,10
agg19,pro42,10
agg19,pro41,10
agg19,pro40,10
agg19,pro4,10
agg19,pro39,10
agg19,pro38,10
agg19,pro37,10
agg19,pro36,10
agg19,pro35,10
agg2,pro10,5
agg2,pro11,5
agg2,pro12,5
agg2,pro13,5
agg2,pro14,5
agg2,pro64,9
agg2,pro85,9
agg2,pro86,9
agg2,pro87,9
agg2,pro88,9
agg2,pro89,9
agg2,pro35,9
agg2,pro36,9
agg2,pro37,9
agg2,pro38,9
agg2,pro39,9
agg2,pro63,9
agg2,pro62,9
agg2,pro61,9
agg2,pro60,9
agg2,pro74,10
agg2,pro73,10
agg2,pro76,10
agg2,pro75,10
agg2,pro8,10
agg2,pro72,10
agg2,pro71,10
agg2,pro70,10
agg2,pro7,10
agg2,pro69,10
agg2,pro68,10
agg2,pro67,10
agg2,pro66,10
agg2,pro65,10
agg2,pro6,10
agg2,pro90,10
agg2,pro99,10
agg2,pro98,10
agg2,pro97,10
agg2,pro96,10
agg2,pro95,10
agg2,pro94,10
agg2,pro93,10
agg2,pro92,10
agg2,pro91,10
agg2,pro77,10
agg2,pro9,10
agg2,pro84,10
agg2,pro83,10
agg2,pro82,10
agg2,pro81,10
agg2,pro80,10
agg2,pro54,10
agg2,pro79,10
agg2,pro78,10
agg2,pro23,10
agg2,pro33,10
agg2,pro32,10
agg2,pro31,10
agg2,pro30,10
agg2,pro3,10
agg2,pro29,10
agg2,pro28,10
agg2,pro27,10
agg2,pro26,10
agg2,pro25,10
agg2,pro24,10
agg2,pro34,10
agg2,pro22,10
agg2,pro21,10
agg2,pro20,10
agg2,pro2,10
agg2,pro19,10
agg2,pro18,10
agg2,pro17,10
agg2,pro16,10
agg2,pro15,10
agg2,pro1,10
agg2,pro49,10
agg2,pro58,10
agg2,pro57,10
agg2,pro56,10
agg2,pro55,10
agg2,pro0,10
agg2,pro53,10
agg2,pro52,10
agg2,pro51,10
agg2,pro50,10
agg2,pro5,10
agg2,pro59,10
agg2,pro48,10
agg2,pro47,10
agg2,pro46,10
agg2,pro45,10
agg2,pro44,10
agg2,pro43,10
agg2,pro42,10
agg2,pro41,10
agg2,pro40,10
agg2,pro4,10
agg20,pro1,5
agg20,pro3,5
agg20,pro0,5
agg20,pro4,5
agg20,pro2,5
agg20,pro26,9
agg20,pro54,9
agg20,pro27,9
agg20,pro28,9
agg20,pro29,9
agg20,pro50,9
agg20,pro51,9
agg20,pro52,9
agg20,pro53,9
agg20,pro75,9
agg20,pro76,9
agg20,pro77,9
agg20,pro78,9
agg20,pro79,9
agg20,pro25,9
agg20,pro80,10
agg20,pro81,10
agg20,pro8,10
agg20,pro10,10
agg20,pro11,10
agg20,pro12,10
agg20,pro13,10
agg20,pro14,10
agg20,pro74,10
agg20,pro73,10
agg20,pro72,10
agg20,pro71,10
agg20,pro70,10
agg20,pro7,10
agg20,pro69,10
agg20,pro68,10
agg20,pro67,10
agg20,pro66,10
agg20,pro65,10
agg20,pro64,10
agg20,pro90,10
agg20,pro99,10
agg20,pro98,10
agg20,pro97,10
agg20,pro96,10
agg20,pro95,10
agg20,pro94,10
agg20,pro93,10
agg20,pro92,10
agg20,pro91,10
agg20,pro62,10
agg20,pro9,10
agg20,pro89,10
agg20,pro88,10
agg20,pro87,10
agg20,pro86,10
agg20,pro85,10
agg20,pro84,10
agg20,pro83,10
agg20,pro82,10
agg20,pro35,10
agg20,pro43,10
agg20,pro42,10
agg20,pro41,10
agg20,pro40,10
agg20,pro20,10
agg20,pro39,10
agg20,pro38,10
agg20,pro37,10
agg20,pro36,10
agg20,pro44,10
agg20,pro34,10
agg20,pro33,10
agg20,pro32,10
agg20,pro31,10
agg20,pro30,10
agg20,pro21,10
agg20,pro22,10
agg20,pro23,10
agg20,pro24,10
agg20,pro16,10
agg20,pro61,10
agg20,pro60,10
agg20,pro6,10
agg20,pro59,10
agg20,pro58,10
agg20,pro57,10
agg20,pro56,10
agg20,pro55,10
agg20,pro15,10
agg20,pro63,10
agg20,pro17,10
agg20,pro18,10
agg20,pro19,10
agg20,pro5,10
agg20,pro49,10
agg20,pro48,10
agg20,pro47,10
