Source,Target,Cost
agg1,pro10,2
agg1,pro18,2
agg1,pro19,2
agg1,pro14,2
agg1,pro12,2
agg1,pro16,2
agg1,pro13,2
agg1,pro15,2
agg1,pro11,2
agg1,pro57,7
agg1,pro53,7
agg1,pro54,7
agg1,pro55,7
agg1,pro56,7
agg1,pro64,7
agg1,pro58,7
agg1,pro59,7
agg1,pro6,7
agg1,pro60,7
agg1,pro61,7
agg1,pro62,7
agg1,pro63,7
agg1,pro67,7
agg1,pro44,7
agg1,pro37,7
agg1,pro38,7
agg1,pro39,7
agg1,pro4,7
agg1,pro40,7
agg1,pro41,7
agg1,pro42,7
agg1,pro43,7
agg1,pro52,7
agg1,pro45,7
agg1,pro46,7
agg1,pro47,7
agg1,pro48,7
agg1,pro49,7
agg1,pro5,7
agg1,pro50,7
agg1,pro51,7
agg1,pro91,7
agg1,pro83,7
agg1,pro84,7
agg1,pro85,7
agg1,pro86,7
agg1,pro87,7
agg1,pro88,7
agg1,pro89,7
agg1,pro9,7
agg1,pro90,7
agg1,pro82,7
agg1,pro92,7
agg1,pro93,7
agg1,pro94,7
agg1,pro95,7
agg1,pro96,7
agg1,pro97,7
agg1,pro98,7
agg1,pro99,7
agg1,pro74,7
agg1,pro66,7
agg1,pro31,7
agg1,pro68,7
agg1,pro69,7
agg1,pro7,7
agg1,pro70,7
agg1,pro71,7
agg1,pro72,7
agg1,pro73,7
agg1,pro65,7
agg1,pro75,7
agg1,pro76,7
agg1,pro77,7
agg1,pro78,7
agg1,pro79,7
agg1,pro8,7
agg1,pro80,7
agg1,pro81,7
agg1,pro124,7
agg1,pro116,7
agg1,pro117,7
agg1,pro118,7
agg1,pro119,7
agg1,pro120,7
agg1,pro121,7
agg1,pro122,7
agg1,pro123,7
agg1,pro115,7
agg1,pro125,7
agg1,pro126,7
agg1,pro127,7
agg1,pro128,7
agg1,pro129,7
agg1,pro130,7
agg1,pro131,7
agg1,pro132,7
agg1,pro107,7
agg1,pro1,7
agg1,pro100,7
agg1,pro101,7
agg1,pro102,7
agg1,pro103,7
agg1,pro104,7
agg1,pro105,7
agg1,pro106,7
agg1,pro133,7
agg1,pro108,7
agg1,pro109,7
agg1,pro110,7
agg1,pro111,7
agg1,pro112,7
agg1,pro113,7
agg1,pro114,7
agg1,pro28,7
agg1,pro20,7
agg1,pro21,7
agg1,pro22,7
agg1,pro23,7
agg1,pro24,7
agg1,pro25,7
agg1,pro26,7
agg1,pro27,7
agg1,pro2,7
agg1,pro29,7
agg1,pro3,7
agg1,pro30,7
agg1,pro0,7
agg1,pro32,7
agg1,pro33,7
agg1,pro34,7
agg1,pro35,7
agg1,pro142,7
agg1,pro134,7
agg1,pro135,7
agg1,pro136,7
agg1,pro137,7
agg1,pro138,7
agg1,pro139,7
agg1,pro140,7
agg1,pro141,7
agg1,pro36,7
agg1,pro143,7
agg1,pro144,7
agg1,pro145,7
agg1,pro146,7
agg1,pro147,7
agg1,pro148,7
agg1,pro149,7
agg10,pro100,2
agg10,pro101,2
agg10,pro102,2
agg10,pro103,2
agg10,pro104,2
agg10,pro105,2
agg10,pro106,2
agg10,pro107,2
agg10,pro108,2
agg10,pro109,2
agg10,pro59,7
agg10,pro64,7
agg10,pro58,7
agg10,pro57,7
agg10,pro56,7
agg10,pro55,7
agg10,pro54,7
agg10,pro53,7
agg10,pro52,7
agg10,pro6,7
agg10,pro60,7
agg10,pro61,7
agg10,pro62,7
agg10,pro63,7
agg10,pro47,7
agg10,pro65,7
agg10,pro66,7
agg10,pro67,7
agg10,pro44,7
agg10,pro37,7
agg10,pro38,7
agg10,pro39,7
agg10,pro4,7
agg10,pro40,7
agg10,pro41,7
agg10,pro42,7
agg10,pro43,7
agg10,pro51,7
agg10,pro45,7
agg10,pro46,7
agg10,pro72,7
agg10,pro48,7
agg10,pro49,7
agg10,pro5,7
agg10,pro50,7
agg10,pro91,7
agg10,pro84,7
agg10,pro85,7
agg10,pro86,7
agg10,pro87,7
agg10,pro88,7
agg10,pro89,7
agg10,pro9,7
agg10,pro90,7
agg10,pro83,7
agg10,pro92,7
agg10,pro93,7
agg10,pro94,7
agg10,pro95,7
agg10,pro96,7
agg10,pro97,7
agg10,pro98,7
agg10,pro99,7
agg10,pro76,7
agg10,pro69,7
agg10,pro7,7
agg10,pro70,7
agg10,pro71,7
agg10,pro31,7
agg10,pro73,7
agg10,pro74,7
agg10,pro75,7
agg10,pro68,7
agg10,pro77,7
agg10,pro78,7
agg10,pro79,7
agg10,pro8,7
agg10,pro80,7
agg10,pro81,7
agg10,pro82,7
agg10,pro130,7
agg10,pro123,7
agg10,pro124,7
agg10,pro125,7
agg10,pro126,7
agg10,pro127,7
agg10,pro128,7
agg10,pro129,7
agg10,pro13,7
agg10,pro122,7
agg10,pro131,7
agg10,pro132,7
agg10,pro133,7
agg10,pro134,7
agg10,pro135,7
agg10,pro136,7
agg10,pro137,7
agg10,pro138,7
agg10,pro115,7
agg10,pro1,7
agg10,pro10,7
agg10,pro11,7
agg10,pro110,7
agg10,pro111,7
agg10,pro112,7
agg10,pro113,7
agg10,pro114,7
agg10,pro139,7
agg10,pro116,7
agg10,pro117,7
agg10,pro118,7
agg10,pro119,7
agg10,pro12,7
agg10,pro120,7
agg10,pro121,7
agg10,pro28,7
agg10,pro20,7
agg10,pro21,7
agg10,pro22,7
agg10,pro23,7
agg10,pro24,7
agg10,pro25,7
agg10,pro26,7
agg10,pro27,7
agg10,pro2,7
agg10,pro29,7
agg10,pro3,7
agg10,pro30,7
agg10,pro0,7
agg10,pro32,7
agg10,pro33,7
agg10,pro34,7
agg10,pro35,7
agg10,pro147,7
agg10,pro14,7
agg10,pro140,7
agg10,pro141,7
agg10,pro142,7
agg10,pro143,7
agg10,pro144,7
agg10,pro145,7
agg10,pro146,7
agg10,pro36,7
agg10,pro148,7
agg10,pro149,7
agg10,pro15,7
agg10,pro16,7
agg10,pro17,7
agg10,pro18,7
agg10,pro19,7
agg11,pro119,2
agg11,pro118,2
agg11,pro117,2
agg11,pro116,2
agg11,pro115,2
agg11,pro114,2
agg11,pro113,2
agg11,pro112,2
agg11,pro111,2
agg11,pro110,2
agg11,pro52,7
agg11,pro67,7
agg11,pro53,7
agg11,pro54,7
agg11,pro55,7
agg11,pro56,7
agg11,pro57,7
agg11,pro58,7
agg11,pro59,7
agg11,pro6,7
agg11,pro60,7
agg11,pro61,7
agg11,pro62,7
agg11,pro63,7
agg11,pro64,7
agg11,pro65,7
agg11,pro66,7
agg11,pro72,7
agg11,pro44,7
agg11,pro37,7
agg11,pro38,7
agg11,pro39,7
agg11,pro4,7
agg11,pro40,7
agg11,pro41,7
agg11,pro42,7
agg11,pro43,7
agg11,pro51,7
agg11,pro45,7
agg11,pro46,7
agg11,pro47,7
agg11,pro48,7
agg11,pro49,7
agg11,pro5,7
agg11,pro50,7
agg11,pro91,7
agg11,pro84,7
agg11,pro85,7
agg11,pro86,7
agg11,pro87,7
agg11,pro88,7
agg11,pro89,7
agg11,pro9,7
agg11,pro90,7
agg11,pro83,7
agg11,pro92,7
agg11,pro93,7
agg11,pro94,7
agg11,pro95,7
agg11,pro96,7
agg11,pro97,7
agg11,pro98,7
agg11,pro99,7
agg11,pro76,7
agg11,pro69,7
agg11,pro7,7
agg11,pro70,7
agg11,pro71,7
agg11,pro31,7
agg11,pro73,7
agg11,pro74,7
agg11,pro75,7
agg11,pro68,7
agg11,pro77,7
agg11,pro78,7
agg11,pro79,7
agg11,pro8,7
agg11,pro80,7
agg11,pro81,7
agg11,pro82,7
agg11,pro130,7
agg11,pro123,7
agg11,pro124,7
agg11,pro125,7
agg11,pro126,7
agg11,pro127,7
agg11,pro128,7
agg11,pro129,7
agg11,pro13,7
agg11,pro122,7
agg11,pro131,7
agg11,pro132,7
agg11,pro133,7
agg11,pro134,7
agg11,pro135,7
agg11,pro136,7
agg11,pro137,7
agg11,pro138,7
agg11,pro106,7
agg11,pro1,7
agg11,pro10,7
agg11,pro100,7
agg11,pro101,7
agg11,pro102,7
agg11,pro103,7
agg11,pro104,7
agg11,pro105,7
agg11,pro139,7
agg11,pro107,7
agg11,pro108,7
agg11,pro109,7
agg11,pro11,7
agg11,pro12,7
agg11,pro120,7
agg11,pro121,7
agg11,pro28,7
agg11,pro20,7
agg11,pro21,7
agg11,pro22,7
agg11,pro23,7
agg11,pro24,7
agg11,pro25,7
agg11,pro26,7
agg11,pro27,7
agg11,pro2,7
agg11,pro29,7
agg11,pro3,7
agg11,pro30,7
agg11,pro0,7
agg11,pro32,7
agg11,pro33,7
agg11,pro34,7
agg11,pro35,7
agg11,pro147,7
agg11,pro14,7
agg11,pro140,7
agg11,pro141,7
agg11,pro142,7
agg11,pro143,7
agg11,pro144,7
agg11,pro145,7
agg11,pro146,7
agg11,pro36,7
agg11,pro148,7
agg11,pro149,7
agg11,pro15,7
agg11,pro16,7
agg11,pro17,7
agg11,pro18,7
agg11,pro19,7
agg12,pro120,2
agg12,pro121,2
agg12,pro122,2
agg12,pro123,2
agg12,pro124,2
agg12,pro125,2
agg12,pro126,2
agg12,pro127,2
agg12,pro129,2
agg12,pro128,2
agg12,pro57,7
agg12,pro56,7
agg12,pro58,7
agg12,pro59,7
agg12,pro6,7
agg12,pro60,7
agg12,pro61,7
agg12,pro62,7
agg12,pro63,7
agg12,pro64,7
agg12,pro65,7
agg12,pro66,7
agg12,pro67,7
agg12,pro46,7
agg12,pro37,7
agg12,pro38,7
agg12,pro39,7
agg12,pro4,7
agg12,pro40,7
agg12,pro41,7
agg12,pro42,7
agg12,pro43,7
agg12,pro44,7
agg12,pro45,7
agg12,pro72,7
agg12,pro47,7
agg12,pro48,7
agg12,pro49,7
agg12,pro5,7
agg12,pro50,7
agg12,pro51,7
agg12,pro52,7
agg12,pro53,7
agg12,pro54,7
agg12,pro55,7
agg12,pro91,7
agg12,pro84,7
agg12,pro85,7
agg12,pro86,7
agg12,pro87,7
agg12,pro88,7
agg12,pro89,7
agg12,pro9,7
agg12,pro90,7
agg12,pro83,7
agg12,pro92,7
agg12,pro93,7
agg12,pro94,7
agg12,pro95,7
agg12,pro96,7
agg12,pro97,7
agg12,pro98,7
agg12,pro99,7
agg12,pro76,7
agg12,pro69,7
agg12,pro7,7
agg12,pro70,7
agg12,pro71,7
agg12,pro31,7
agg12,pro73,7
agg12,pro74,7
agg12,pro75,7
agg12,pro68,7
agg12,pro77,7
agg12,pro78,7
agg12,pro79,7
agg12,pro8,7
agg12,pro80,7
agg12,pro81,7
agg12,pro82,7
agg12,pro130,7
agg12,pro114,7
agg12,pro115,7
agg12,pro116,7
agg12,pro117,7
agg12,pro118,7
agg12,pro119,7
agg12,pro12,7
agg12,pro13,7
agg12,pro113,7
agg12,pro131,7
agg12,pro132,7
agg12,pro133,7
agg12,pro134,7
agg12,pro135,7
agg12,pro136,7
agg12,pro137,7
agg12,pro138,7
agg12,pro106,7
agg12,pro1,7
agg12,pro10,7
agg12,pro100,7
agg12,pro101,7
agg12,pro102,7
agg12,pro103,7
agg12,pro104,7
agg12,pro105,7
agg12,pro139,7
agg12,pro107,7
agg12,pro108,7
agg12,pro109,7
agg12,pro11,7
agg12,pro110,7
agg12,pro111,7
agg12,pro112,7
agg12,pro28,7
agg12,pro20,7
agg12,pro21,7
agg12,pro22,7
agg12,pro23,7
agg12,pro24,7
agg12,pro25,7
agg12,pro26,7
agg12,pro27,7
agg12,pro2,7
agg12,pro29,7
agg12,pro3,7
agg12,pro30,7
agg12,pro0,7
agg12,pro32,7
agg12,pro33,7
agg12,pro34,7
agg12,pro35,7
agg12,pro147,7
agg12,pro14,7
agg12,pro140,7
agg12,pro141,7
agg12,pro142,7
agg12,pro143,7
agg12,pro144,7
agg12,pro145,7
agg12,pro146,7
agg12,pro36,7
agg12,pro148,7
agg12,pro149,7
agg12,pro15,7
agg12,pro16,7
agg12,pro17,7
agg12,pro18,7
agg12,pro19,7
agg13,pro138,2
agg13,pro139,2
agg13,pro130,2
agg13,pro131,2
agg13,pro132,2
agg13,pro133,2
agg13,pro134,2
agg13,pro135,2
agg13,pro136,2
agg13,pro137,2
agg13,pro57,7
agg13,pro56,7
agg13,pro58,7
agg13,pro59,7
agg13,pro6,7
agg13,pro60,7
agg13,pro61,7
agg13,pro62,7
agg13,pro63,7
agg13,pro64,7
agg13,pro65,7
agg13,pro66,7
agg13,pro67,7
agg13,pro46,7
agg13,pro31,7
agg13,pro38,7
agg13,pro39,7
agg13,pro4,7
agg13,pro40,7
agg13,pro41,7
agg13,pro42,7
agg13,pro43,7
agg13,pro44,7
agg13,pro45,7
agg13,pro37,7
agg13,pro47,7
agg13,pro48,7
agg13,pro49,7
agg13,pro5,7
agg13,pro50,7
agg13,pro51,7
agg13,pro52,7
agg13,pro53,7
agg13,pro54,7
agg13,pro55,7
agg13,pro91,7
agg13,pro84,7
agg13,pro85,7
agg13,pro86,7
agg13,pro87,7
agg13,pro88,7
agg13,pro89,7
agg13,pro9,7
agg13,pro90,7
agg13,pro83,7
agg13,pro92,7
agg13,pro93,7
agg13,pro94,7
agg13,pro95,7
agg13,pro96,7
agg13,pro97,7
agg13,pro98,7
agg13,pro99,7
agg13,pro76,7
agg13,pro69,7
agg13,pro7,7
agg13,pro70,7
agg13,pro71,7
agg13,pro72,7
agg13,pro73,7
agg13,pro74,7
agg13,pro75,7
agg13,pro68,7
agg13,pro77,7
agg13,pro78,7
agg13,pro79,7
agg13,pro8,7
agg13,pro80,7
agg13,pro81,7
agg13,pro82,7
agg13,pro121,7
agg13,pro114,7
agg13,pro115,7
agg13,pro116,7
agg13,pro117,7
agg13,pro118,7
agg13,pro119,7
agg13,pro12,7
agg13,pro120,7
agg13,pro113,7
agg13,pro122,7
agg13,pro123,7
agg13,pro124,7
agg13,pro125,7
agg13,pro126,7
agg13,pro127,7
agg13,pro128,7
agg13,pro129,7
agg13,pro106,7
agg13,pro1,7
agg13,pro10,7
agg13,pro100,7
agg13,pro101,7
agg13,pro102,7
agg13,pro103,7
agg13,pro104,7
agg13,pro105,7
agg13,pro13,7
agg13,pro107,7
agg13,pro108,7
agg13,pro109,7
agg13,pro11,7
agg13,pro110,7
agg13,pro111,7
agg13,pro112,7
agg13,pro28,7
agg13,pro20,7
agg13,pro21,7
agg13,pro22,7
agg13,pro23,7
agg13,pro24,7
agg13,pro25,7
agg13,pro26,7
agg13,pro27,7
agg13,pro2,7
agg13,pro29,7
agg13,pro3,7
agg13,pro30,7
agg13,pro0,7
agg13,pro32,7
agg13,pro33,7
agg13,pro34,7
agg13,pro35,7
agg13,pro147,7
agg13,pro14,7
agg13,pro140,7
agg13,pro141,7
agg13,pro142,7
agg13,pro143,7
agg13,pro144,7
agg13,pro145,7
agg13,pro146,7
agg13,pro36,7
agg13,pro148,7
agg13,pro149,7
agg13,pro15,7
agg13,pro16,7
agg13,pro17,7
agg13,pro18,7
agg13,pro19,7
agg14,pro149,2
agg14,pro148,2
agg14,pro147,2
agg14,pro140,2
agg14,pro141,2
agg14,pro142,2
agg14,pro143,2
agg14,pro144,2
agg14,pro145,2
agg14,pro146,2
agg14,pro55,7
agg14,pro54,7
agg14,pro56,7
agg14,pro57,7
agg14,pro58,7
agg14,pro59,7
agg14,pro6,7
agg14,pro60,7
agg14,pro61,7
agg14,pro62,7
agg14,pro45,7
agg14,pro37,7
agg14,pro38,7
agg14,pro39,7
agg14,pro4,7
agg14,pro40,7
agg14,pro41,7
agg14,pro42,7
agg14,pro43,7
agg14,pro44,7
agg14,pro63,7
agg14,pro46,7
agg14,pro47,7
agg14,pro48,7
agg14,pro49,7
agg14,pro5,7
agg14,pro50,7
agg14,pro51,7
agg14,pro52,7
agg14,pro53,7
agg14,pro90,7
agg14,pro82,7
agg14,pro83,7
agg14,pro84,7
agg14,pro85,7
agg14,pro86,7
agg14,pro87,7
agg14,pro88,7
agg14,pro89,7
agg14,pro9,7
agg14,pro81,7
agg14,pro91,7
agg14,pro92,7
agg14,pro93,7
agg14,pro94,7
agg14,pro95,7
agg14,pro96,7
agg14,pro97,7
agg14,pro98,7
agg14,pro99,7
agg14,pro72,7
agg14,pro64,7
agg14,pro65,7
agg14,pro66,7
agg14,pro67,7
agg14,pro68,7
agg14,pro69,7
agg14,pro7,7
agg14,pro70,7
agg14,pro71,7
agg14,pro31,7
agg14,pro73,7
agg14,pro74,7
agg14,pro75,7
agg14,pro76,7
agg14,pro77,7
agg14,pro78,7
agg14,pro79,7
agg14,pro8,7
agg14,pro80,7
agg14,pro121,7
agg14,pro114,7
agg14,pro115,7
agg14,pro116,7
agg14,pro117,7
agg14,pro118,7
agg14,pro119,7
agg14,pro12,7
agg14,pro120,7
agg14,pro113,7
agg14,pro122,7
agg14,pro123,7
agg14,pro124,7
agg14,pro125,7
agg14,pro126,7
agg14,pro127,7
agg14,pro128,7
agg14,pro129,7
agg14,pro106,7
agg14,pro1,7
agg14,pro10,7
agg14,pro100,7
agg14,pro101,7
agg14,pro102,7
agg14,pro103,7
agg14,pro104,7
agg14,pro105,7
agg14,pro13,7
agg14,pro107,7
agg14,pro108,7
agg14,pro109,7
agg14,pro11,7
agg14,pro110,7
agg14,pro111,7
agg14,pro112,7
agg14,pro28,7
agg14,pro20,7
agg14,pro21,7
agg14,pro22,7
agg14,pro23,7
agg14,pro24,7
agg14,pro25,7
agg14,pro26,7
agg14,pro27,7
agg14,pro2,7
agg14,pro29,7
agg14,pro3,7
agg14,pro30,7
agg14,pro0,7
agg14,pro32,7
agg14,pro33,7
agg14,pro34,7
agg14,pro35,7
agg14,pro138,7
agg14,pro130,7
agg14,pro131,7
agg14,pro132,7
agg14,pro133,7
agg14,pro134,7
agg14,pro135,7
agg14,pro136,7
agg14,pro137,7
agg14,pro36,7
agg14,pro139,7
agg14,pro14,7
agg14,pro15,7
agg14,pro16,7
agg14,pro17,7
agg14,pro18,7
agg14,pro19,7
agg15,pro9,5
agg15,pro8,5
agg15,pro5,5
agg15,pro2,5
agg15,pro4,5
agg15,pro7,5
agg15,pro6,5
agg15,pro1,5
agg15,pro0,5
agg15,pro3,5
agg15,pro55,6
agg15,pro50,6
agg15,pro51,6
agg15,pro52,6
agg15,pro33,6
agg15,pro53,6
agg15,pro54,6
agg15,pro56,6
agg15,pro57,6
agg15,pro62,6
agg15,pro61,6
agg15,pro60,6
agg15,pro58,6
agg15,pro59,6
agg15,pro41,6
agg15,pro99,6
agg15,pro34,6
agg15,pro35,6
agg15,pro36,6
agg15,pro37,6
agg15,pro38,6
agg15,pro39,6
agg15,pro40,6
agg15,pro49,6
agg15,pro42,6
agg15,pro43,6
agg15,pro44,6
agg15,pro45,6
agg15,pro46,6
agg15,pro47,6
agg15,pro48,6
agg15,pro90,6
agg15,pro82,6
agg15,pro83,6
agg15,pro84,6
agg15,pro85,6
agg15,pro86,6
agg15,pro87,6
agg15,pro88,6
agg15,pro89,6
agg15,pro81,6
agg15,pro91,6
agg15,pro92,6
agg15,pro93,6
agg15,pro94,6
agg15,pro95,6
agg15,pro96,6
agg15,pro97,6
agg15,pro98,6
agg15,pro72,6
agg15,pro64,6
agg15,pro65,6
agg15,pro66,6
agg15,pro67,6
agg15,pro68,6
agg15,pro69,6
agg15,pro70,6
agg15,pro71,6
agg15,pro63,6
agg15,pro73,6
agg15,pro74,6
agg15,pro75,6
agg15,pro76,6
agg15,pro77,6
agg15,pro78,6
agg15,pro79,6
agg15,pro80,6
agg15,pro124,6
agg15,pro116,6
agg15,pro117,6
agg15,pro118,6
agg15,pro119,6
agg15,pro12,6
agg15,pro120,6
agg15,pro121,6
agg15,pro122,6
agg15,pro123,6
agg15,pro115,6
agg15,pro125,6
agg15,pro126,6
agg15,pro127,6
agg15,pro128,6
agg15,pro129,6
agg15,pro13,6
agg15,pro130,6
agg15,pro131,6
agg15,pro107,6
agg15,pro10,6
agg15,pro100,6
agg15,pro101,6
agg15,pro102,6
agg15,pro103,6
agg15,pro104,6
agg15,pro105,6
agg15,pro106,6
agg15,pro132,6
agg15,pro108,6
agg15,pro109,6
agg15,pro11,6
agg15,pro110,6
agg15,pro111,6
agg15,pro112,6
agg15,pro113,6
agg15,pro114,6
agg15,pro23,6
agg15,pro15,6
agg15,pro16,6
agg15,pro17,6
agg15,pro18,6
agg15,pro19,6
agg15,pro20,6
agg15,pro21,6
agg15,pro22,6
agg15,pro149,6
agg15,pro24,6
agg15,pro25,6
agg15,pro26,6
agg15,pro27,6
agg15,pro28,6
agg15,pro29,6
agg15,pro30,6
agg15,pro31,6
agg15,pro140,6
agg15,pro133,6
agg15,pro134,6
agg15,pro135,6
agg15,pro136,6
agg15,pro137,6
agg15,pro138,6
agg15,pro139,6
agg15,pro14,6
agg15,pro32,6
agg15,pro141,6
agg15,pro142,6
agg15,pro143,6
agg15,pro144,6
agg15,pro145,6
agg15,pro146,6
agg15,pro147,6
agg15,pro148,6
agg16,pro17,5
agg16,pro10,5
agg16,pro18,5
agg16,pro19,5
agg16,pro14,5
agg16,pro12,5
agg16,pro16,5
agg16,pro13,5
agg16,pro15,5
agg16,pro11,5
agg16,pro57,6
agg16,pro53,6
agg16,pro54,6
agg16,pro55,6
agg16,pro56,6
agg16,pro64,6
agg16,pro58,6
agg16,pro59,6
agg16,pro6,6
agg16,pro60,6
agg16,pro61,6
agg16,pro62,6
agg16,pro63,6
agg16,pro67,6
agg16,pro44,6
agg16,pro37,6
agg16,pro38,6
agg16,pro39,6
agg16,pro4,6
agg16,pro40,6
agg16,pro41,6
agg16,pro42,6
agg16,pro43,6
agg16,pro52,6
agg16,pro45,6
agg16,pro46,6
agg16,pro47,6
agg16,pro48,6
agg16,pro49,6
agg16,pro5,6
agg16,pro50,6
agg16,pro51,6
agg16,pro91,6
agg16,pro83,6
agg16,pro84,6
agg16,pro85,6
agg16,pro86,6
agg16,pro87,6
agg16,pro88,6
agg16,pro89,6
agg16,pro9,6
agg16,pro90,6
agg16,pro82,6
agg16,pro92,6
agg16,pro93,6
agg16,pro94,6
agg16,pro95,6
agg16,pro96,6
agg16,pro97,6
agg16,pro98,6
agg16,pro99,6
agg16,pro74,6
agg16,pro66,6
agg16,pro31,6
agg16,pro68,6
agg16,pro69,6
agg16,pro7,6
agg16,pro70,6
agg16,pro71,6
agg16,pro72,6
agg16,pro73,6
agg16,pro65,6
agg16,pro75,6
agg16,pro76,6
agg16,pro77,6
agg16,pro78,6
agg16,pro79,6
agg16,pro8,6
agg16,pro80,6
agg16,pro81,6
agg16,pro124,6
agg16,pro116,6
agg16,pro117,6
agg16,pro118,6
agg16,pro119,6
agg16,pro120,6
agg16,pro121,6
agg16,pro122,6
agg16,pro123,6
agg16,pro115,6
agg16,pro125,6
agg16,pro126,6
agg16,pro127,6
agg16,pro128,6
agg16,pro129,6
agg16,pro130,6
agg16,pro131,6
agg16,pro132,6
agg16,pro107,6
agg16,pro1,6
agg16,pro100,6
agg16,pro101,6
agg16,pro102,6
agg16,pro103,6
agg16,pro104,6
agg16,pro105,6
agg16,pro106,6
agg16,pro133,6
agg16,pro108,6
agg16,pro109,6
agg16,pro110,6
agg16,pro111,6
agg16,pro112,6
agg16,pro113,6
agg16,pro114,6
agg16,pro28,6
agg16,pro20,6
agg16,pro21,6
agg16,pro22,6
agg16,pro23,6
agg16,pro24,6
agg16,pro25,6
agg16,pro26,6
agg16,pro27,6
agg16,pro2,6
agg16,pro29,6
agg16,pro3,6
agg16,pro30,6
agg16,pro0,6
agg16,pro32,6
agg16,pro33,6
agg16,pro34,6
agg16,pro35,6
agg16,pro142,6
agg16,pro134,6
agg16,pro135,6
agg16,pro136,6
agg16,pro137,6
agg16,pro138,6
agg16,pro139,6
agg16,pro140,6
agg16,pro141,6
agg16,pro36,6
agg16,pro143,6
agg16,pro144,6
agg16,pro145,6
agg16,pro146,6
agg16,pro147,6
agg16,pro148,6
agg16,pro149,6
agg17,pro28,5
agg17,pro20,5
agg17,pro21,5
agg17,pro22,5
agg17,pro23,5
agg17,pro24,5
agg17,pro25,5
agg17,pro26,5
agg17,pro27,5
agg17,pro29,5
agg17,pro50,6
agg17,pro56,6
agg17,pro55,6
agg17,pro54,6
agg17,pro53,6
agg17,pro52,6
agg17,pro51,6
agg17,pro45,6
agg17,pro57,6
agg17,pro58,6
agg17,pro59,6
agg17,pro6,6
agg17,pro60,6
agg17,pro61,6
agg17,pro62,6
agg17,pro5,6
agg17,pro49,6
agg17,pro48,6
agg17,pro47,6
agg17,pro46,6
agg17,pro63,6
agg17,pro44,6
agg17,pro43,6
agg17,pro42,6
agg17,pro41,6
agg17,pro40,6
agg17,pro4,6
agg17,pro39,6
agg17,pro38,6
agg17,pro37,6
agg17,pro90,6
agg17,pro82,6
agg17,pro83,6
agg17,pro84,6
agg17,pro85,6
agg17,pro86,6
agg17,pro87,6
agg17,pro88,6
