Source,Target,Cost
agg16,pro8,9
agg16,pro7,9
agg16,pro6,9
agg16,pro5,9
agg16,pro45,10
agg16,pro37,10
agg16,pro38,10
agg16,pro39,10
agg16,pro4,10
agg16,pro40,10
agg16,pro41,10
agg16,pro42,10
agg16,pro43,10
agg16,pro44,10
agg16,pro36,10
agg16,pro46,10
agg16,pro47,10
agg16,pro48,10
agg16,pro49,10
agg16,pro12,10
agg16,pro11,10
agg16,pro10,10
agg16,pro1,10
agg16,pro0,10
agg16,pro27,10
agg16,pro19,10
agg16,pro2,10
agg16,pro20,10
agg16,pro21,10
agg16,pro22,10
agg16,pro23,10
agg16,pro24,10
agg16,pro25,10
agg16,pro26,10
agg16,pro18,10
agg16,pro28,10
agg16,pro29,10
agg16,pro3,10
agg16,pro17,10
agg16,pro16,10
agg16,pro15,10
agg16,pro14,10
agg16,pro13,10
agg16,pro35,10
agg17,pro35,5
agg17,pro36,5
agg17,pro37,5
agg17,pro38,5
agg17,pro39,5
agg17,pro10,9
agg17,pro11,9
agg17,pro12,9
agg17,pro13,9
agg17,pro14,9
agg17,pro43,10
agg17,pro46,10
agg17,pro42,10
agg17,pro41,10
agg17,pro40,10
agg17,pro4,10
agg17,pro34,10
agg17,pro44,10
agg17,pro45,10
agg17,pro31,10
agg17,pro47,10
agg17,pro48,10
agg17,pro49,10
agg17,pro5,10
agg17,pro6,10
agg17,pro7,10
agg17,pro8,10
agg17,pro9,10
agg17,pro23,10
agg17,pro1,10
agg17,pro15,10
agg17,pro16,10
agg17,pro17,10
agg17,pro18,10
agg17,pro19,10
agg17,pro2,10
agg17,pro20,10
agg17,pro21,10
agg17,pro22,10
agg17,pro33,10
agg17,pro24,10
agg17,pro25,10
agg17,pro26,10
agg17,pro27,10
agg17,pro28,10
agg17,pro29,10
agg17,pro3,10
agg17,pro30,10
agg17,pro0,10
agg17,pro32,10
agg18,pro43,5
agg18,pro44,5
agg18,pro42,5
agg18,pro41,5
agg18,pro40,5
agg18,pro17,9
agg18,pro19,9
agg18,pro18,9
agg18,pro16,9
agg18,pro15,9
agg18,pro46,10
agg18,pro39,10
agg18,pro4,10
agg18,pro38,10
agg18,pro37,10
agg18,pro36,10
agg18,pro35,10
agg18,pro34,10
agg18,pro45,10
agg18,pro31,10
agg18,pro47,10
agg18,pro48,10
agg18,pro49,10
agg18,pro5,10
agg18,pro6,10
agg18,pro7,10
agg18,pro8,10
agg18,pro9,10
agg18,pro23,10
agg18,pro1,10
agg18,pro10,10
agg18,pro11,10
agg18,pro12,10
agg18,pro13,10
agg18,pro14,10
agg18,pro2,10
agg18,pro20,10
agg18,pro21,10
agg18,pro22,10
agg18,pro33,10
agg18,pro24,10
agg18,pro25,10
agg18,pro26,10
agg18,pro27,10
agg18,pro28,10
agg18,pro29,10
agg18,pro3,10
agg18,pro30,10
agg18,pro0,10
agg18,pro32,10
agg19,pro49,5
agg19,pro48,5
agg19,pro47,5
agg19,pro46,5
agg19,pro45,5
agg19,pro24,9
agg19,pro23,9
agg19,pro22,9
agg19,pro21,9
agg19,pro20,9
agg19,pro40,10
agg19,pro34,10
agg19,pro4,10
agg19,pro39,10
agg19,pro38,10
agg19,pro37,10
agg19,pro36,10
agg19,pro35,10
agg19,pro31,10
agg19,pro41,10
agg19,pro42,10
agg19,pro43,10
agg19,pro44,10
agg19,pro5,10
agg19,pro6,10
agg19,pro7,10
agg19,pro8,10
agg19,pro9,10
agg19,pro19,10
agg19,pro1,10
agg19,pro10,10
agg19,pro11,10
agg19,pro12,10
agg19,pro13,10
agg19,pro14,10
agg19,pro15,10
agg19,pro16,10
agg19,pro17,10
agg19,pro18,10
agg19,pro33,10
agg19,pro2,10
agg19,pro25,10
agg19,pro26,10
agg19,pro27,10
agg19,pro28,10
agg19,pro29,10
agg19,pro3,10
agg19,pro30,10
agg19,pro0,10
agg19,pro32,10
agg2,pro10,5
agg2,pro11,5
agg2,pro12,5
agg2,pro13,5
agg2,pro14,5
agg2,pro35,9
agg2,pro36,9
agg2,pro37,9
agg2,pro38,9
agg2,pro39,9
agg2,pro43,10
agg2,pro46,10
agg2,pro42,10
agg2,pro41,10
agg2,pro40,10
agg2,pro4,10
agg2,pro34,10
agg2,pro44,10
agg2,pro45,10
agg2,pro31,10
agg2,pro47,10
agg2,pro48,10
agg2,pro49,10
agg2,pro5,10
agg2,pro6,10
agg2,pro7,10
agg2,pro8,10
agg2,pro9,10
agg2,pro23,10
agg2,pro1,10
agg2,pro15,10
agg2,pro16,10
agg2,pro17,10
agg2,pro18,10
agg2,pro19,10
agg2,pro2,10
agg2,pro20,10
agg2,pro21,10
agg2,pro22,10
agg2,pro33,10
agg2,pro24,10
agg2,pro25,10
agg2,pro26,10
agg2,pro27,10
agg2,pro28,10
agg2,pro29,10
agg2,pro3,10
agg2,pro30,10
agg2,pro0,10
agg2,pro32,10
agg3,pro19,5
agg3,pro18,5
agg3,pro15,5
agg3,pro16,5
agg3,pro17,5
agg3,pro43,9
agg3,pro44,9
agg3,pro42,9
agg3,pro41,9
agg3,pro40,9
agg3,pro39,10
agg3,pro38,10
agg3,pro4,10
agg3,pro37,10
agg3,pro36,10
agg3,pro35,10
agg3,pro34,10
agg3,pro46,10
agg3,pro45,10
agg3,pro31,10
agg3,pro47,10
agg3,pro48,10
agg3,pro49,10
agg3,pro5,10
agg3,pro6,10
agg3,pro7,10
agg3,pro8,10
agg3,pro9,10
agg3,pro23,10
agg3,pro1,10
agg3,pro10,10
agg3,pro11,10
agg3,pro12,10
agg3,pro13,10
agg3,pro14,10
agg3,pro2,10
agg3,pro20,10
agg3,pro21,10
agg3,pro22,10
agg3,pro33,10
agg3,pro24,10
agg3,pro25,10
agg3,pro26,10
agg3,pro27,10
agg3,pro28,10
agg3,pro29,10
agg3,pro3,10
agg3,pro30,10
agg3,pro0,10
agg3,pro32,10
agg4,pro24,5
agg4,pro23,5
agg4,pro22,5
agg4,pro21,5
agg4,pro20,5
agg4,pro49,9
agg4,pro48,9
agg4,pro47,9
agg4,pro46,9
agg4,pro45,9
agg4,pro40,10
agg4,pro34,10
agg4,pro4,10
agg4,pro39,10
agg4,pro38,10
agg4,pro37,10
agg4,pro36,10
agg4,pro35,10
agg4,pro31,10
agg4,pro41,10
agg4,pro42,10
agg4,pro43,10
agg4,pro44,10
agg4,pro5,10
agg4,pro6,10
agg4,pro7,10
agg4,pro8,10
agg4,pro9,10
agg4,pro19,10
agg4,pro1,10
agg4,pro10,10
agg4,pro11,10
agg4,pro12,10
agg4,pro13,10
agg4,pro14,10
agg4,pro15,10
agg4,pro16,10
agg4,pro17,10
agg4,pro18,10
agg4,pro33,10
agg4,pro2,10
agg4,pro25,10
agg4,pro26,10
agg4,pro27,10
agg4,pro28,10
agg4,pro29,10
agg4,pro3,10
agg4,pro30,10
agg4,pro0,10
agg4,pro32,10
agg5,pro29,5
agg5,pro28,5
agg5,pro27,5
agg5,pro26,5
agg5,pro25,5
agg5,pro1,9
agg5,pro0,9
agg5,pro4,9
agg5,pro3,9
agg5,pro2,9
agg5,pro36,10
agg5,pro9,10
agg5,pro37,10
agg5,pro38,10
agg5,pro39,10
agg5,pro40,10
agg5,pro41,10
agg5,pro42,10
agg5,pro43,10
agg5,pro44,10
agg5,pro45,10
agg5,pro46,10
agg5,pro47,10
agg5,pro48,10
agg5,pro49,10
agg5,pro5,10
agg5,pro6,10
agg5,pro7,10
agg5,pro8,10
agg5,pro20,10
agg5,pro10,10
agg5,pro11,10
agg5,pro12,10
agg5,pro13,10
agg5,pro14,10
agg5,pro15,10
agg5,pro16,10
agg5,pro17,10
agg5,pro18,10
agg5,pro19,10
agg5,pro35,10
agg5,pro21,10
agg5,pro22,10
agg5,pro23,10
agg5,pro24,10
agg5,pro30,10
agg5,pro31,10
agg5,pro32,10
agg5,pro33,10
agg5,pro34,10
agg6,pro34,5
agg6,pro33,5
agg6,pro32,5
agg6,pro31,5
agg6,pro30,5
agg6,pro9,9
agg6,pro8,9
agg6,pro7,9
agg6,pro6,9
agg6,pro5,9
agg6,pro45,10
agg6,pro37,10
agg6,pro38,10
agg6,pro39,10
agg6,pro4,10
agg6,pro40,10
agg6,pro41,10
agg6,pro42,10
agg6,pro43,10
agg6,pro44,10
agg6,pro36,10
agg6,pro46,10
agg6,pro47,10
agg6,pro48,10
agg6,pro49,10
agg6,pro12,10
agg6,pro11,10
agg6,pro10,10
agg6,pro1,10
agg6,pro0,10
agg6,pro27,10
agg6,pro19,10
agg6,pro2,10
agg6,pro20,10
agg6,pro21,10
agg6,pro22,10
agg6,pro23,10
agg6,pro24,10
agg6,pro25,10
agg6,pro26,10
agg6,pro18,10
agg6,pro28,10
agg6,pro29,10
agg6,pro3,10
agg6,pro17,10
agg6,pro16,10
agg6,pro15,10
agg6,pro14,10
agg6,pro13,10
agg6,pro35,10
agg7,pro35,5
agg7,pro36,5
agg7,pro37,5
agg7,pro38,5
agg7,pro39,5
agg7,pro10,9
agg7,pro11,9
agg7,pro12,9
agg7,pro13,9
agg7,pro14,9
agg7,pro43,10
agg7,pro46,10
agg7,pro42,10
agg7,pro41,10
agg7,pro40,10
agg7,pro4,10
agg7,pro34,10
agg7,pro44,10
agg7,pro45,10
agg7,pro31,10
agg7,pro47,10
agg7,pro48,10
agg7,pro49,10
agg7,pro5,10
agg7,pro6,10
agg7,pro7,10
agg7,pro8,10
agg7,pro9,10
agg7,pro23,10
agg7,pro1,10
agg7,pro15,10
agg7,pro16,10
agg7,pro17,10
agg7,pro18,10
agg7,pro19,10
agg7,pro2,10
agg7,pro20,10
agg7,pro21,10
agg7,pro22,10
agg7,pro33,10
agg7,pro24,10
agg7,pro25,10
agg7,pro26,10
agg7,pro27,10
agg7,pro28,10
agg7,pro29,10
agg7,pro3,10
agg7,pro30,10
agg7,pro0,10
agg7,pro32,10
agg8,pro43,5
agg8,pro44,5
agg8,pro42,5
agg8,pro41,5
agg8,pro40,5
agg8,pro17,9
agg8,pro19,9
agg8,pro18,9
agg8,pro16,9
agg8,pro15,9
agg8,pro46,10
agg8,pro39,10
agg8,pro4,10
agg8,pro38,10
agg8,pro37,10
agg8,pro36,10
agg8,pro35,10
agg8,pro34,10
agg8,pro45,10
agg8,pro31,10
agg8,pro47,10
agg8,pro48,10
agg8,pro49,10
agg8,pro5,10
agg8,pro6,10
agg8,pro7,10
agg8,pro8,10
agg8,pro9,10
agg8,pro23,10
agg8,pro1,10
agg8,pro10,10
agg8,pro11,10
agg8,pro12,10
agg8,pro13,10
agg8,pro14,10
agg8,pro2,10
agg8,pro20,10
agg8,pro21,10
agg8,pro22,10
agg8,pro33,10
agg8,pro24,10
agg8,pro25,10
agg8,pro26,10
agg8,pro27,10
agg8,pro28,10
agg8,pro29,10
agg8,pro3,10
agg8,pro30,10
agg8,pro0,10
agg8,pro32,10
agg9,pro49,5
agg9,pro48,5
agg9,pro47,5
agg9,pro46,5
agg9,pro45,5
agg9,pro24,9
agg9,pro23,9
agg9,pro22,9
agg9,pro21,9
agg9,pro20,9
agg9,pro40,10
agg9,pro34,10
agg9,pro4,10
agg9,pro39,10
agg9,pro38,10
agg9,pro37,10
agg9,pro36,10
agg9,pro35,10
agg9,pro31,10
agg9,pro41,10
agg9,pro42,10
agg9,pro43,10
agg9,pro44,10
agg9,pro5,10
agg9,pro6,10
agg9,pro7,10
agg9,pro8,10
agg9,pro9,10
agg9,pro19,10
agg9,pro1,10
agg9,pro10,10
agg9,pro11,10
agg9,pro12,10
agg9,pro13,10
agg9,pro14,10
agg9,pro15,10
agg9,pro16,10
agg9,pro17,10
agg9,pro18,10
agg9,pro33,10
agg9,pro2,10
agg9,pro25,10
agg9,pro26,10
agg9,pro27,10
agg9,pro28,10
agg9,pro29,10
agg9,pro3,10
agg9,pro30,10
agg9,pro0,10
agg9,pro32,10
con0,pro1,11
con0,pro0,11
con0,pro4,11
con0,pro3,11
con0,pro29,11
con0,pro28,11
con0,pro27,11
con0,pro2,11
con0,pro26,11
con0,pro25,11
con0,pro36,12
con0,pro9,12
con0,pro37,12
con0,pro38,12
con0,pro39,12
con0,pro40,12
con0,pro41,12
con0,pro42,12
con0,pro43,12
con0,pro44,12
con0,pro45,12
con0,pro46,12
con0,pro47,12
con0,pro48,12
con0,pro49,12
con0,pro5,12
con0,pro6,12
con0,pro7,12
con0,pro8,12
con0,pro20,12
con0,pro10,12
con0,pro11,12
con0,pro12,12
con0,pro13,12
con0,pro14,12
con0,pro15,12
con0,pro16,12
con0,pro17,12
con0,pro18,12
con0,pro19,12
con0,pro35,12
con0,pro21,12
con0,pro22,12
con0,pro23,12
con0,pro24,12
con0,pro30,12
con0,pro31,12
con0,pro32,12
con0,pro33,12
con0,pro34,12
pro0,pro0,0
pro0,pro1,6
pro0,pro4,6
pro0,pro3,6
pro0,pro2,6
pro0,pro29,14
pro0,pro28,14
pro0,pro27,14
pro0,pro26,14
pro0,pro25,14
pro0,pro36,15
pro0,pro9,15
pro0,pro37,15
pro0,pro38,15
pro0,pro39,15
pro0,pro40,15
pro0,pro41,15
pro0,pro42,15
pro0,pro43,15
pro0,pro44,15
pro0,pro45,15
pro0,pro46,15
pro0,pro47,15
pro0,pro48,15
pro0,pro49,15
pro0,pro5,15
pro0,pro6,15
pro0,pro7,15
pro0,pro8,15
pro0,pro20,15
pro0,pro10,15
pro0,pro11,15
pro0,pro12,15
pro0,pro13,15
pro0,pro14,15
pro0,pro15,15
pro0,pro16,15
pro0,pro17,15
pro0,pro18,15
pro0,pro19,15
pro0,pro35,15
pro0,pro21,15
pro0,pro22,15
pro0,pro23,15
pro0,pro24,15
pro0,pro30,15
pro0,pro31,15
pro0,pro32,15
pro0,pro33,15
pro0,pro34,15
pro1,pro1,0
pro1,pro0,6
pro1,pro4,6
pro1,pro3,6
pro1,pro2,6
pro1,pro29,14
pro1,pro28,14
pro1,pro27,14
pro1,pro26,14
pro1,pro25,14
pro1,pro36,15
pro1,pro9,15
pro1,pro37,15
pro1,pro38,15
pro1,pro39,15
pro1,pro40,15
pro1,pro41,15
pro1,pro42,15
pro1,pro43,15
pro1,pro44,15
pro1,pro45,15
pro1,pro46,15
pro1,pro47,15
pro1,pro48,15
pro1,pro49,15
pro1,pro5,15
pro1,pro6,15
pro1,pro7,15
pro1,pro8,15
pro1,pro20,15
pro1,pro10,15
pro1,pro11,15
pro1,pro12,15
pro1,pro13,15
pro1,pro14,15
pro1,pro15,15
pro1,pro16,15
pro1,pro17,15
pro1,pro18,15
pro1,pro19,15
pro1,pro35,15
pro1,pro21,15
pro1,pro22,15
pro1,pro23,15
pro1,pro24,15
pro1,pro30,15
pro1,pro31,15
pro1,pro32,15
pro1,pro33,15
pro1,pro34,15
pro10,pro10,0
pro10,pro11,6
pro10,pro12,6
pro10,pro13,6
pro10,pro14,6
pro10,pro35,14
pro10,pro36,14
pro10,pro37,14
pro10,pro38,14
pro10,pro39,14
pro10,pro43,15
pro10,pro46,15
pro10,pro42,15
pro10,pro41,15
pro10,pro40,15
pro10,pro4,15
pro10,pro34,15
pro10,pro44,15
pro10,pro45,15
pro10,pro31,15
pro10,pro47,15
pro10,pro48,15
pro10,pro49,15
pro10,pro5,15
pro10,pro6,15
pro10,pro7,15
pro10,pro8,15
pro10,pro9,15
pro10,pro23,15
pro10,pro1,15
pro10,pro15,15
pro10,pro16,15
pro10,pro17,15
pro10,pro18,15
pro10,pro19,15
pro10,pro2,15
pro10,pro20,15
pro10,pro21,15
pro10,pro22,15
pro10,pro33,15
pro10,pro24,15
pro10,pro25,15
pro10,pro26,15
pro10,pro27,15
pro10,pro28,15
pro10,pro29,15
pro10,pro3,15
pro10,pro30,15
pro10,pro0,15
pro10,pro32,15
pro11,pro11,0
pro11,pro10,6
pro11,pro12,6
pro11,pro13,6
pro11,pro14,6
pro11,pro35,14
pro11,pro36,14
pro11,pro37,14
pro11,pro38,14
pro11,pro39,14
pro11,pro43,15
pro11,pro46,15
pro11,pro42,15
pro11,pro41,15
pro11,pro40,15
pro11,pro4,15
pro11,pro34,15
pro11,pro44,15
pro11,pro45,15
pro11,pro31,15
pro11,pro47,15
pro11,pro48,15
pro11,pro49,15
pro11,pro5,15
pro11,pro6,15
pro11,pro7,15
pro11,pro8,15
pro11,pro9,15
pro11,pro23,15
pro11,pro1,15
pro11,pro15,15
pro11,pro16,15
pro11,pro17,15
pro11,pro18,15
pro11,pro19,15
pro11,pro2,15
pro11,pro20,15
pro11,pro21,15
pro11,pro22,15
pro11,pro33,15
pro11,pro24,15
pro11,pro25,15
pro11,pro26,15
pro11,pro27,15
pro11,pro28,15
pro11,pro29,15
pro11,pro3,15
pro11,pro30,15
pro11,pro0,15
pro11,pro32,15
pro12,pro12,0
pro12,pro10,6
pro12,pro11,6
pro12,pro13,6
pro12,pro14,6
pro12,pro35,14
pro12,pro36,14
pro12,pro37,14
pro12,pro38,14
pro12,pro39,14
pro12,pro43,15
pro12,pro46,15
pro12,pro42,15
pro12,pro41,15
pro12,pro40,15
pro12,pro4,15
pro12,pro34,15
pro12,pro44,15
pro12,pro45,15
pro12,pro31,15
pro12,pro47,15
pro12,pro48,15
pro12,pro49,15
pro12,pro5,15
pro12,pro6,15
pro12,pro7,15
pro12,pro8,15
pro12,pro9,15
pro12,pro23,15
pro12,pro1,15
pro12,pro15,15
pro12,pro16,15
pro12,pro17,15
pro12,pro18,15
pro12,pro19,15
pro12,pro2,15
pro12,pro20,15
pro12,pro21,15
pro12,pro22,15
pro12,pro33,15
pro12,pro24,15
pro12,pro25,15
pro12,pro26,15
pro12,pro27,15
pro12,pro28,15
pro12,pro29,15
pro12,pro3,15
pro12,pro30,15
pro12,pro0,15
pro12,pro32,15
pro13,pro13,0
pro13,pro10,6
pro13,pro11,6
pro13,pro12,6
pro13,pro14,6
pro13,pro35,14
pro13,pro36,14
pro13,pro37,14
pro13,pro38,14
pro13,pro39,14
pro13,pro43,15
pro13,pro46,15
pro13,pro42,15
pro13,pro41,15
pro13,pro40,15
pro13,pro4,15
pro13,pro34,15
pro13,pro44,15
pro13,pro45,15
pro13,pro31,15
pro13,pro47,15
pro13,pro48,15
pro13,pro49,15
pro13,pro5,15
pro13,pro6,15
pro13,pro7,15
pro13,pro8,15
pro13,pro9,15
pro13,pro23,15
pro13,pro1,15
pro13,pro15,15
pro13,pro16,15
pro13,pro17,15
pro13,pro18,15
pro13,pro19,15
pro13,pro2,15
pro13,pro20,15
pro13,pro21,15
pro13,pro22,15
pro13,pro33,15
pro13,pro24,15
pro13,pro25,15
pro13,pro26,15
pro13,pro27,15
pro13,pro28,15
pro13,pro29,15
pro13,pro3,15
pro13,pro30,15
pro13,pro0,15
pro13,pro32,15
pro14,pro14,0
pro14,pro10,6
pro14,pro11,6
pro14,pro12,6
pro14,pro13,6
pro14,pro35,14
pro14,pro36,14
pro14,pro37,14
pro14,pro38,14
pro14,pro39,14
pro14,pro43,15
pro14,pro46,15
pro14,pro42,15
pro14,pro41,15
pro14,pro40,15
pro14,pro4,15
pro14,pro34,15
pro14,pro44,15
pro14,pro45,15
pro14,pro31,15
pro14,pro47,15
pro14,pro48,15
pro14,pro49,15
pro14,pro5,15
pro14,pro6,15
pro14,pro7,15
pro14,pro8,15
pro14,pro9,15
pro14,pro23,15
pro14,pro1,15
pro14,pro15,15
pro14,pro16,15
pro14,pro17,15
pro14,pro18,15
pro14,pro19,15
pro14,pro2,15
pro14,pro20,15
pro14,pro21,15
pro14,pro22,15
pro14,pro33,15
pro14,pro24,15
pro14,pro25,15
pro14,pro26,15
pro14,pro27,15
pro14,pro28,15
pro14,pro29,15
pro14,pro3,15
pro14,pro30,15
pro14,pro0,15
pro14,pro32,15
pro15,pro15,0
pro15,pro19,6
pro15,pro18,6
